frame_len,gap_ticks,packet_count,completed,tx_packets,drop_packets,delivered_packets_est,tx_bytes,late_packets,underrun_packets,drop_beats,stall_events,debug_ticks,scheduled_seconds,wall_seconds,delivered_l2_gbps,delivered_wire_gbps,load_seconds,load_gbps
64,0,100000,True,100000,98761,1239,6400000,100000,0,98761,31,231231,0.00077077,0.005076071945950389,0.8230315139406048,1.1316683316683316,0.014210624038241804,7.205876372806309
1518,0,100000,True,100000,100000,0,151800000,100000,0,2400000,65,2671547,0.008905156666666667,0.01014677295461297,0.0,0.0,0.10173953894991428,12.581146063873316
